review_id,Place name,Rating,original_review,sentence,lemma_sentence
931,Crocosaurus Cove,5.0,A great place to get up close and personal with NT wildlife. Reptile exhibits interesting but loved seeing all the growth stages of crocs from egg to fully grown adult. Watched some intrepid swimmers immersed in tubes right next to a hungry adult croc being fed,a great place to get up close and personal with nt wildlife reptile exhibits interesting but loved seeing all the growth stages of crocs from egg to fully grown adult watched some intrepid swimmers immersed in tubes right next to a hungry adult croc being fed,a great place to get up close and personal with nt wildlife reptile exhibit interest but love see all the growth stage of crocs from egg to fully grown adult watch some intrepid swimmer immerse in tube right next to a hungry adult croc be feed
932,Crocosaurus Cove,5.0,Great place for the family to spend some time looking at crocs and other reptiles.,great place for the family to spend some time looking at crocs and other reptiles,great place for the family to spend some time look at crocs and other reptile
933,Crocosaurus Cove,5.0,"We had our son’s 7th birthday at Crocosaurus Cove and it was amazing. We had a lady looking after the food, drinks and activities at the cafe and another lady looking after the animal handling and entertainment, both ladies were amazing! Highly recommended the birthday parties!",we had our sons th birthday at crocosaurus cove and it was amazing we had a lady looking after the food drinks and activities at the cafe and another lady looking after the animal handling and entertainment both ladies were amazing highly recommended the birthday parties,we have our son th birthday at crocosaurus cove and it be amaze we have a lady look after the food drink and activity at the cafe and another lady look after the animal handling and entertainment both lady be amaze highly recommend the birthday party
934,Crocosaurus Cove,5.0,Awesome place right in the middle of Darwin CBD. Nice big crocodiles on display in tanks that can be viewed from the top and down on the ground floor through huge windows. The reptile exhibit was awesome with so much on display that you can actually see not like other places where you can't find them or they just not on display. Also the option to swim with a huge crocodile in a tank and also hold baby croc for photos. Wicked place to take the kids while in Darwin,awesome place right in the middle of darwin cbd nice big crocodiles on display in tanks that can be viewed from the top and down on the ground floor through huge windows the reptile exhibit was awesome with so much on display that you can actually see not like other places where you cant find them or they just not on display also the option to swim with a huge crocodile in a tank and also hold baby croc for photos wicked place to take the kids while in darwin,awesome place right in the middle of darwin cbd nice big crocodile on display in tank that can be view from the top and down on the ground floor through huge window the reptile exhibit be awesome with so much on display that you can actually see not like other place where you cant find them or they just not on display also the option to swim with a huge crocodile in a tank and also hold baby croc for photo wicked place to take the kid while in darwin
935,Crocosaurus Cove,5.0,"Stepped into the wild side at Crocosaurus Cove in Darwin and it's a full 5 stars from me! The place is an absolute gem for wildlife enthusiasts and families looking for an adventure. The star attractions, the crocs, are magnificent and it's a thrill to see them up close. It's not just about observing; it's about learning and appreciating these powerful creatures in a safe environment.

The staff are knowledgeable and passionate, ensuring everyone has a great time while educating visitors about crocodile conservation.

Whether you're watching them glide through the water or witnessing a feeding frenzy, it's an unforgettable experience. Crocosaurus Cove is a must-visit when in Darwin – where else can you come face-to-face with the largest reptiles on earth?",stepped into the wild side at crocosaurus cove in darwin and its a full stars from me the place is an absolute gem for wildlife enthusiasts and families looking for an adventure the star attractions the crocs are magnificent and its a thrill to see them up close its not just about observing its about learning and appreciating these powerful creatures in a safe environment the staff are knowledgeable and passionate ensuring everyone has a great time while educating visitors about crocodile conservation whether youre watching them glide through the water or witnessing a feeding frenzy its an unforgettable experience crocosaurus cove is a mustvisit when in darwin where else can you come facetoface with the largest reptiles on earth,step into the wild side at crocosaurus cove in darwin and it a full star from me the place be an absolute gem for wildlife enthusiast and family look for an adventure the star attractions the crocs be magnificent and it a thrill to see them up close it not just about observe it about learning and appreciate these powerful creature in a safe environment the staff be knowledgeable and passionate ensure everyone have a great time while educate visitor about crocodile conservation whether youre watch them glide through the water or witness a feeding frenzy it an unforgettable experience crocosaurus cove be a mustvisit when in darwin where else can you come facetoface with the large reptile on earth
936,Crocosaurus Cove,5.0,"Must do experience in Darwin. I experienced the cage of death this morning. Words can't justify just how exhilarating it is to come eye to eye with a huge crocodile. The staff were fantastic, friendly and reassuring. Safety was never a question in their capable hands.
If you get the chance, you won't regret it.",must do experience in darwin i experienced the cage of death this morning words cant justify just how exhilarating it is to come eye to eye with a huge crocodile the staff were fantastic friendly and reassuring safety was never a question in their capable hands if you get the chance you wont regret it,must do experience in darwin i experience the cage of death this morning word cant justify just how exhilarate it be to come eye to eye with a huge crocodile the staff be fantastic friendly and reassure safety be never a question in their capable hand if you get the chance you wont regret it
937,Crocosaurus Cove,5.0,"I had a good time.

I appreciated the free shows and the exhibits. I think if you have some spare time it’s worth a visit.

I think there lift was out of order which if true would be a pity for people with disabilities and prams. I suggest calling first to confirm.",i had a good time i appreciated the free shows and the exhibits i think if you have some spare time its worth a visit i think there lift was out of order which if true would be a pity for people with disabilities and prams i suggest calling first to confirm,i have a good time i appreciate the free show and the exhibit i think if you have some spare time it worth a visit i think there lift be out of order which if true would be a pity for people with disability and pram i suggest call first to confirm
938,Crocosaurus Cove,5.0,"Came on Good Friday and did a vip tour, my tour guide Georgia was very informative and helpful when asked questions, Georgia not only provided us with information she provided us with her own experiences, I had a lot of fun and think it will be a very fun experience for families to participate in.",came on good friday and did a vip tour my tour guide georgia was very informative and helpful when asked questions georgia not only provided us with information she provided us with her own experiences i had a lot of fun and think it will be a very fun experience for families to participate in,come on good friday and do a vip tour my tour guide georgia be very informative and helpful when ask question georgia not only provide u with information she provide u with her own experience i have a lot of fun and think it will be a very fun experience for family to participate in
939,Crocosaurus Cove,5.0,"We went during the week, just after opening time and it was not busy at all. Clean, well presented and very friendly staff. Plenty to see there and well worth the price of admission. The reptile exhibits were a great bonus to see other than the crocs. We were able to spend 3 quality hours there with a toddler before he got restless. It was great that  it was a combination of inside and outside as you can escape the heat for a bit in the air conditioned areas. Overall a great morning/afternoon out if you are in the city area!",we went during the week just after opening time and it was not busy at all clean well presented and very friendly staff plenty to see there and well worth the price of admission the reptile exhibits were a great bonus to see other than the crocs we were able to spend quality hours there with a toddler before he got restless it was great that it was a combination of inside and outside as you can escape the heat for a bit in the air conditioned areas overall a great morningafternoon out if you are in the city area,we go during the week just after open time and it be not busy at all clean well present and very friendly staff plenty to see there and well worth the price of admission the reptile exhibit be a great bonus to see other than the crocs we be able to spend quality hour there with a toddler before he get restless it be great that it be a combination of inside and outside a you can escape the heat for a bit in the air condition area overall a great morningafternoon out if you be in the city area
940,Crocosaurus Cove,5.0,It was amazing staff are wonderful the coffee was delicious wish it was bigger was wonderful to get couple of pictures with mum wile on owe trip worth going booking on line for more exclusive and exciting things like feeding the crocodile’s or swimming in the tank,it was amazing staff are wonderful the coffee was delicious wish it was bigger was wonderful to get couple of pictures with mum wile on owe trip worth going booking on line for more exclusive and exciting things like feeding the crocodiles or swimming in the tank,it be amazing staff be wonderful the coffee be delicious wish it be big be wonderful to get couple of picture with mum wile on owe trip worth go book on line for more exclusive and exciting thing like feed the crocodile or swim in the tank
941,Crocosaurus Cove,5.0,Rochelle was fantastic and went out of her way to accommodate my son who had an experience of a lifetime.  Thank you Rochelle.,rochelle was fantastic and went out of her way to accommodate my son who had an experience of a lifetime thank you rochelle,rochelle be fantastic and go out of her way to accommodate my son who have an experience of a lifetime thank you rochelle
942,Crocosaurus Cove,5.0,"Originally wanted to do the Cage of Death as its been on my bucket list for a while but when I went to book, I realised that my daughter couldn't go with me as she is 3 weeks off being 15. So we booked the VIP experience instead and it did not disappoint.

Our tour guide Georgia was amazing, so very informative and you can tell she is very passionate about her job amd also about all the animals she works with.

She made us feel very comfortable in all the encounters and was great to just talk to and welcomed questions.

Highly recommend this experience as it is quite affordable (in relation to other companies) for the amount of hands on activities you get to do as part of it and it includes your entry fee also.",originally wanted to do the cage of death as its been on my bucket list for a while but when i went to book i realised that my daughter couldnt go with me as she is weeks off being so we booked the vip experience instead and it did not disappoint our tour guide georgia was amazing so very informative and you can tell she is very passionate about her job amd also about all the animals she works with she made us feel very comfortable in all the encounters and was great to just talk to and welcomed questions highly recommend this experience as it is quite affordable in relation to other companies for the amount of hands on activities you get to do as part of it and it includes your entry fee also,originally want to do the cage of death a it be on my bucket list for a while but when i go to book i realise that my daughter couldnt go with me a she be week off be so we book the vip experience instead and it do not disappoint our tour guide georgia be amaze so very informative and you can tell she be very passionate about her job amd also about all the animal she work with she make u feel very comfortable in all the encounter and be great to just talk to and welcomed question highly recommend this experience a it be quite affordable in relation to other company for the amount of hand on activity you get to do a part of it and it include your entry fee also
943,Crocosaurus Cove,5.0,"Great way to see Salties up close.  These animals are huge.   Also a large reptile house, fish and turtle exhibits.

For an additional fee you can go into the croc tank.

Good option for a few hours in Darwin.",great way to see salties up close these animals are huge also a large reptile house fish and turtle exhibits for an additional fee you can go into the croc tank good option for a few hours in darwin,great way to see salties up close these animal be huge also a large reptile house fish and turtle exhibit for an additional fee you can go into the croc tank good option for a few hour in darwin
944,Crocosaurus Cove,5.0,"Fantastic place to visit, every single one of the staff are friendly, engaging and knowledgeable. There are shows to see, you can feed baby crocodiles, have photos taken with a baby crocodile, get up close to the large crocs, there are also plenty of other experiences that you can pay extra for but we'll worth it - all the prices here from admission to the cafe and gift shop are all extremely reasonable, you do not get ripped off. I highly recommend this place to visit if you're in Darwin.",fantastic place to visit every single one of the staff are friendly engaging and knowledgeable there are shows to see you can feed baby crocodiles have photos taken with a baby crocodile get up close to the large crocs there are also plenty of other experiences that you can pay extra for but well worth it all the prices here from admission to the cafe and gift shop are all extremely reasonable you do not get ripped off i highly recommend this place to visit if youre in darwin,fantastic place to visit every single one of the staff be friendly engage and knowledgeable there be show to see you can fee baby crocodile have photo take with a baby crocodile get up close to the large crocs there be also plenty of other experience that you can pay extra for but well worth it all the price here from admission to the cafe and gift shop be all extremely reasonable you do not get rip off i highly recommend this place to visit if youre in darwin
945,Crocosaurus Cove,5.0,"We had the best time here. Spend a little more and get the VIP tour and croc feeding. We also booked in for the Cage of Death', which is a must do, but just be aware, you must be over 15 years of age. The VIP tour was amazing and our guide Danielle was brilliant. So much knowledge for someone so young. We held crocs, snakes and lizards, and were able to take our own photos. We fed some smaller crocs and then got to feed a big 5m croc Burt, which was amazing. Then the Cage of Death experience was to die for...looking into the eye of a prehistoric predator from a few centimetres away, was the thrill of a lifetime. If in Darwin, you must visit Crocosaurus",we had the best time here spend a little more and get the vip tour and croc feeding we also booked in for the cage of death which is a must do but just be aware you must be over years of age the vip tour was amazing and our guide danielle was brilliant so much knowledge for someone so young we held crocs snakes and lizards and were able to take our own photos we fed some smaller crocs and then got to feed a big m croc burt which was amazing then the cage of death experience was to die forlooking into the eye of a prehistoric predator from a few centimetres away was the thrill of a lifetime if in darwin you must visit crocosaurus,we have the best time here spend a little more and get the vip tour and croc feeding we also book in for the cage of death which be a must do but just be aware you must be over year of age the vip tour be amaze and our guide danielle be brilliant so much knowledge for someone so young we hold crocs snake and lizard and be able to take our own photo we feed some small crocs and then get to fee a big m croc burt which be amaze then the cage of death experience be to die forlooking into the eye of a prehistoric predator from a few centimetre away be the thrill of a lifetime if in darwin you must visit crocosaurus
946,Crocosaurus Cove,5.0,Awesome day- made even better by your photographer allowing my husband to trial out the VR experience he is developing. This would be a fantastic offer so anyone who can’t do the cage dive (age or physical reasons) don’t miss out. It truly did make our visit exceptional as it meant all 4 of us got to experience the dive.,awesome day made even better by your photographer allowing my husband to trial out the vr experience he is developing this would be a fantastic offer so anyone who cant do the cage dive age or physical reasons dont miss out it truly did make our visit exceptional as it meant all of us got to experience the dive,awesome day make even good by your photographer allow my husband to trial out the vr experience he be develop this would be a fantastic offer so anyone who cant do the cage dive age or physical reason dont miss out it truly do make our visit exceptional a it mean all of u get to experience the dive
947,Crocosaurus Cove,5.0,The team are so friendly. You must do the Cage of Death! An exceptional experience,the team are so friendly you must do the cage of death an exceptional experience,the team be so friendly you must do the cage of death an exceptional experience
948,Crocosaurus Cove,5.0,"Fantastic experience.

We did the private tour and got to hold many reptiles, feed the crocodiles and had a wonderful tour guide.

Definitely worth the extra money having a guide.",fantastic experience we did the private tour and got to hold many reptiles feed the crocodiles and had a wonderful tour guide definitely worth the extra money having a guide,fantastic experience we do the private tour and get to hold many reptile fee the crocodile and have a wonderful tour guide definitely worth the extra money have a guide
949,Crocosaurus Cove,5.0,"Good displays and happy looking reptiles. 10/10 customer service and let us keep our bags behind the counter as it wasn’t too busy. Definitely recommend for a Darwin visit, tickets cheaper to purchase online in advance.",good displays and happy looking reptiles customer service and let us keep our bags behind the counter as it wasnt too busy definitely recommend for a darwin visit tickets cheaper to purchase online in advance,good display and happy look reptile customer service and let u keep our bag behind the counter a it wasnt too busy definitely recommend for a darwin visit ticket cheaper to purchase online in advance
950,Crocosaurus Cove,5.0,"The Big Croc Feed VIP Experience was completely worthwhile. We thought it was going to be lame since it’s a small facility, but we were wrong. What an amazing experience; we learned so much! We each got to feed a big croc and the juvenile crocs. Plus held a baby croc, a blue tongue lizard, and a python. Our tour guide was incredibly knowledgeable and patient with all our questions. Highly recommend while you’re in Darwin!",the big croc feed vip experience was completely worthwhile we thought it was going to be lame since its a small facility but we were wrong what an amazing experience we learned so much we each got to feed a big croc and the juvenile crocs plus held a baby croc a blue tongue lizard and a python our tour guide was incredibly knowledgeable and patient with all our questions highly recommend while youre in darwin,the big croc feed vip experience be completely worthwhile we think it be go to be lame since it a small facility but we be wrong what an amazing experience we learn so much we each get to fee a big croc and the juvenile crocs plus hold a baby croc a blue tongue lizard and a python our tour guide be incredibly knowledgeable and patient with all our question highly recommend while youre in darwin
951,Crocosaurus Cove,5.0,"It’s one of those places you would be silly not to go to! Cliché of Darwin, perhaps yes, but trust us you will enjoy the reptilian experience especially Bruce the gigantic cheeky Croc he is, there’s plenty of wildlife to see and a place for anybody to visit. Feeding experience, we recommend that one!",its one of those places you would be silly not to go to clich of darwin perhaps yes but trust us you will enjoy the reptilian experience especially bruce the gigantic cheeky croc he is theres plenty of wildlife to see and a place for anybody to visit feeding experience we recommend that one,it one of those place you would be silly not to go to clich of darwin perhaps yes but trust u you will enjoy the reptilian experience especially bruce the gigantic cheeky croc he be theres plenty of wildlife to see and a place for anybody to visit feed experience we recommend that one
952,Crocosaurus Cove,5.0,They are SO HUGE! but all look so cute!,they are so huge but all look so cute,they be so huge but all look so cute
953,Crocosaurus Cove,5.0,"The kids had a fantastic time looking at the crocodiles, fish, snakes and lizards. The staff were very friendly and interacted with the kids. Make sure to get to the shows. Kids and adults alike loved patting the snake and blue tongue lizard and getting photos with the baby crocodile.",the kids had a fantastic time looking at the crocodiles fish snakes and lizards the staff were very friendly and interacted with the kids make sure to get to the shows kids and adults alike loved patting the snake and blue tongue lizard and getting photos with the baby crocodile,the kid have a fantastic time look at the crocodile fish snake and lizard the staff be very friendly and interact with the kid make sure to get to the show kid and adult alike love pat the snake and blue tongue lizard and get photo with the baby crocodile
954,Crocosaurus Cove,5.0,"The park is easy to navigate around, staff are really friendly & helpful, very knowledgeable & obviously passionate about crocodiles & reptiles in general. I loved taking photos & giving cuddles to the juvenile croc Corey & the photography staff are friendly, positive & helpful. There's alot to do when visiting- interesting shows (reptile talks, fish/croc feeding, hold a croc/snake etc), feed a juvenile crocodile or you can experience the Cage of Death- unfortunately I was unable to do this due to my schedule being changed, but if I visit Darwin again I will definitely do it! The crocodiles are really well looked after & loved & their enclosures are clean & safe. The staff are professional, safe around the animals & clearly love what they do. Highly recommend",the park is easy to navigate around staff are really friendly helpful very knowledgeable obviously passionate about crocodiles reptiles in general i loved taking photos giving cuddles to the juvenile croc corey the photography staff are friendly positive helpful theres alot to do when visiting interesting shows reptile talks fishcroc feeding hold a crocsnake etc feed a juvenile crocodile or you can experience the cage of death unfortunately i was unable to do this due to my schedule being changed but if i visit darwin again i will definitely do it the crocodiles are really well looked after loved their enclosures are clean safe the staff are professional safe around the animals clearly love what they do highly recommend,the park be easy to navigate around staff be really friendly helpful very knowledgeable obviously passionate about crocodile reptile in general i love take photo give cuddle to the juvenile croc corey the photography staff be friendly positive helpful there alot to do when visit interesting show reptile talk fishcroc feed hold a crocsnake etc fee a juvenile crocodile or you can experience the cage of death unfortunately i be unable to do this due to my schedule be change but if i visit darwin again i will definitely do it the crocodile be really well look after love their enclosure be clean safe the staff be professional safe around the animal clearly love what they do highly recommend
955,Crocosaurus Cove,5.0,We spend about 2 hours there. It's not a big place but it took us a while as we joined the different talks/sessions that they had which was enjoyable. Many crocodiles and reptiles! Good outing for the kids.,we spend about hours there its not a big place but it took us a while as we joined the different talkssessions that they had which was enjoyable many crocodiles and reptiles good outing for the kids,we spend about hour there it not a big place but it take u a while a we join the different talkssessions that they have which be enjoyable many crocodile and reptile good out for the kid
956,Crocosaurus Cove,5.0,"Cool little croc sanctuary. I got the VIP ticket, they let you hold a baby crocodile and feed a big one.",cool little croc sanctuary i got the vip ticket they let you hold a baby crocodile and feed a big one,cool little croc sanctuary i get the vip ticket they let you hold a baby crocodile and fee a big one
957,Crocosaurus Cove,5.0,Crocodiles are the stars of this place but I found the reptile area to be incredible. The cage of death is worth the money. If you bring a waterproof camera cover you could avoid expensive photography costs.,crocodiles are the stars of this place but i found the reptile area to be incredible the cage of death is worth the money if you bring a waterproof camera cover you could avoid expensive photography costs,crocodile be the star of this place but i find the reptile area to be incredible the cage of death be worth the money if you bring a waterproof camera cover you could avoid expensive photography cost
958,Crocosaurus Cove,5.0,Absolutely loved this experience. Such good value and so much to see. The staff were so nice and informative and we loved how they interacted with the visitors throughout the visit.,absolutely loved this experience such good value and so much to see the staff were so nice and informative and we loved how they interacted with the visitors throughout the visit,absolutely love this experience such good value and so much to see the staff be so nice and informative and we love how they interact with the visitor throughout the visit
959,Crocosaurus Cove,5.0,"I had my sons 5th birthday party at Crocosaurus Cove today and it was amazing! Despite the park being very busy the team was able to still put on a great event! Tahli was so patient as i rounded up all the kids for the activities. The food was done on time and was delicious! The team did a great job sticking to the schedule! They set up lovely table decorations and games for the party which kept the kids busy between shows. If you want to host an easy going, fuss free party then this is the place to do it! Thank you",i had my sons th birthday party at crocosaurus cove today and it was amazing despite the park being very busy the team was able to still put on a great event tahli was so patient as i rounded up all the kids for the activities the food was done on time and was delicious the team did a great job sticking to the schedule they set up lovely table decorations and games for the party which kept the kids busy between shows if you want to host an easy going fuss free party then this is the place to do it thank you,i have my son th birthday party at crocosaurus cove today and it be amaze despite the park be very busy the team be able to still put on a great event tahli be so patient a i round up all the kid for the activity the food be do on time and be delicious the team do a great job stick to the schedule they set up lovely table decoration and game for the party which keep the kid busy between show if you want to host an easy go fuss free party then this be the place to do it thank you
960,Cooinda Lodge Kakadu,,"Cooinda really exceeded my expectations! I thought it was going to be another basic, over-priced Aussie stay, but everything was wonderful, from the comfort in the glamping tent (the beds were like clouds!), to the quality of the amenities (super clean bathrooms and fresh towels provided), to how good the food was. I had a delicious kangaroo burger for dinner because ‘when in the outback’ and it was so tasty! Honestly I loved our stay! The pool was beautiful and got so much sun, the breakfast was varied and super fresh and the yellow water cruise was great! Batch was our guide and he was SO knowledgeable, we learned so much from him, without it being overbearing. I’d absolutely visit again! Thank you",cooinda really exceeded my expectations i thought it was going to be another basic overpriced aussie stay but everything was wonderful from the comfort in the glamping tent the beds were like clouds to the quality of the amenities super clean bathrooms and fresh towels provided to how good the food was i had a delicious kangaroo burger for dinner because when in the outback and it was so tasty honestly i loved our stay the pool was beautiful and got so much sun the breakfast was varied and super fresh and the yellow water cruise was great batch was our guide and he was so knowledgeable we learned so much from him without it being overbearing id absolutely visit again thank you,cooinda really exceed my expectation i think it be go to be another basic overprice aussie stay but everything be wonderful from the comfort in the glamping tent the bed be like cloud to the quality of the amenity super clean bathroom and fresh towel provide to how good the food be i have a delicious kangaroo burger for dinner because when in the outback and it be so tasty honestly i love our stay the pool be beautiful and get so much sun the breakfast be vary and super fresh and the yellow water cruise be great batch be our guide and he be so knowledgeable we learn so much from him without it be overbear id absolutely visit again thank you
961,Cooinda Lodge Kakadu,,"Cooinda Lodge is part of the Accor Group, so was able to access my member discount/upgrade. With that in mind, we booked one of their Yellow Water Villas for four nights and were so glad we did. The villas take glamping to a new level. Elevated on stilts, you are completely immersed in the surrounding bush, overlooking the Yellow Water billabong. Our villa, ""Barramundi"", was so luxurious, spacious, filled with light and extra features. It was like a five-star hotel room with an outlook that can't be beaten. It even had an outdoor bathtub on the deck. ||The staff at the lodge were extremely helpful. The breakfast, which was included, at Mimi's Restaurant was really good - plenty of choices, freshly brewed coffee and squeezed juices. We spent so much time trekking around Kakadu then we didn't get much time to appreciate all the features at the lodge, however we did get the opportunity to watch the footy on the big screen whilst have dinner at the Barra Bar.||Perfect location to take advantage of the sunrise and sunset Yellow Water Cruises, as the bus picked us up from a stop in front of the main reception. ||Would thoroughly recommend Cooinda Lodge for being a bit of luxury set amongst an amazing bushland setting.",cooinda lodge is part of the accor group so was able to access my member discountupgrade with that in mind we booked one of their yellow water villas for four nights and were so glad we did the villas take glamping to a new level elevated on stilts you are completely immersed in the surrounding bush overlooking the yellow water billabong our villa barramundi was so luxurious spacious filled with light and extra features it was like a fivestar hotel room with an outlook that cant be beaten it even had an outdoor bathtub on the deck the staff at the lodge were extremely helpful the breakfast which was included at mimis restaurant was really good plenty of choices freshly brewed coffee and squeezed juices we spent so much time trekking around kakadu then we didnt get much time to appreciate all the features at the lodge however we did get the opportunity to watch the footy on the big screen whilst have dinner at the barra barperfect location to take advantage of the sunrise and sunset yellow water cruises as the bus picked us up from a stop in front of the main reception would thoroughly recommend cooinda lodge for being a bit of luxury set amongst an amazing bushland setting,cooinda lodge be part of the accor group so be able to access my member discountupgrade with that in mind we book one of their yellow water villa for four night and be so glad we do the villa take glamping to a new level elevate on stilt you be completely immerse in the surround bush overlook the yellow water billabong our villa barramundi be so luxurious spacious fill with light and extra feature it be like a fivestar hotel room with an outlook that cant be beat it even have an outdoor bathtub on the deck the staff at the lodge be extremely helpful the breakfast which be include at mimis restaurant be really good plenty of choice freshly brew coffee and squeezed juice we spend so much time trek around kakadu then we didnt get much time to appreciate all the feature at the lodge however we do get the opportunity to watch the footy on the big screen whilst have dinner at the barra barperfect location to take advantage of the sunrise and sunset yellow water cruise a the bus pick u up from a stop in front of the main reception would thoroughly recommend cooinda lodge for be a bit of luxury set amongst an amazing bushland set
962,Cooinda Lodge Kakadu,,"We enjoyed the quality of the room and the pools, restaurants etc. we were dismayed that we could not even eat our breakfast in the room and resorted to eating cereal from mugs with teaspoons. What is the use of a fridge if you have no tools to eat the food you might put in it? I had asked my travel agent for self catering accomodation and I will be reporting to him that this definitely was not.",we enjoyed the quality of the room and the pools restaurants etc we were dismayed that we could not even eat our breakfast in the room and resorted to eating cereal from mugs with teaspoons what is the use of a fridge if you have no tools to eat the food you might put in it i had asked my travel agent for self catering accomodation and i will be reporting to him that this definitely was not,we enjoy the quality of the room and the pool restaurant etc we be dismay that we could not even eat our breakfast in the room and resort to eat cereal from mug with teaspoon what be the use of a fridge if you have no tool to eat the food you might put in it i have ask my travel agent for self catering accomodation and i will be report to him that this definitely be not
963,Cooinda Lodge Kakadu,,"We stayed in a villa here for 6 nights and absolutely loved it. The accommodation was just outstanding. We saw lots of wildlife, including wallabies, lizards, frogs, toads and so many different birds from our balcony (which had a bath on it too!). The staff were so friendly and helpful around the site, including the restaurant, the shop and reception area. We had breakfast included in our stay and it  had lots of choice and excellent coffees every morning. The pool was nice to cool off each day and overall we really enjoyed staying here.",we stayed in a villa here for nights and absolutely loved it the accommodation was just outstanding we saw lots of wildlife including wallabies lizards frogs toads and so many different birds from our balcony which had a bath on it too the staff were so friendly and helpful around the site including the restaurant the shop and reception area we had breakfast included in our stay and it had lots of choice and excellent coffees every morning the pool was nice to cool off each day and overall we really enjoyed staying here,we stay in a villa here for night and absolutely love it the accommodation be just outstanding we saw lot of wildlife include wallaby lizard frog toad and so many different bird from our balcony which have a bath on it too the staff be so friendly and helpful around the site include the restaurant the shop and reception area we have breakfast include in our stay and it have lot of choice and excellent coffee every morning the pool be nice to cool off each day and overall we really enjoy stay here
964,Cooinda Lodge Kakadu,,"Booked last minute but staff was made booking easy. We enjoyed our stay at Cooinda Lodge. Rooms are spacious, clean and beds are comfortable. Theres also free filtered water at the facility. Breakfast was lovely.",booked last minute but staff was made booking easy we enjoyed our stay at cooinda lodge rooms are spacious clean and beds are comfortable theres also free filtered water at the facility breakfast was lovely,book last minute but staff be make book easy we enjoy our stay at cooinda lodge room be spacious clean and bed be comfortable there also free filtered water at the facility breakfast be lovely
965,Cooinda Lodge Kakadu,,"We stayed 2 nights in the pop up tents, which are a budget option when compared to the flaming sights. Still $100 per night but it was well worth it for the location of Cooinda in the heart of the park and the amenities. |Pool and bistro food were great (can recommend the local food based meat lovers pizza complete with croc and buffalo) and the pool is large and the perfect temp for a swim after hot outings. |The tents had power, which was a surprise as the listing when I booked said they didn’t. Apparently they’ve upgraded them for this 2025 season. There was a lamp and fan provided in the tent which made it much cooler in the first part of the night when getting to sleep. The mornings were cool and lovely. |There was also a fridge and kettle and toaster available for the tents which meant we could have cold water which was def needed. |They also supplied towels, which again, the listing said they didn’t. |Recommend the sunrise and sunset boat tour in Yellow River which is 3 mins drive away in the shuttle which takes you from the lodge.",we stayed nights in the pop up tents which are a budget option when compared to the flaming sights still per night but it was well worth it for the location of cooinda in the heart of the park and the amenities pool and bistro food were great can recommend the local food based meat lovers pizza complete with croc and buffalo and the pool is large and the perfect temp for a swim after hot outings the tents had power which was a surprise as the listing when i booked said they didnt apparently theyve upgraded them for this season there was a lamp and fan provided in the tent which made it much cooler in the first part of the night when getting to sleep the mornings were cool and lovely there was also a fridge and kettle and toaster available for the tents which meant we could have cold water which was def needed they also supplied towels which again the listing said they didnt recommend the sunrise and sunset boat tour in yellow river which is mins drive away in the shuttle which takes you from the lodge,we stay night in the pop up tent which be a budget option when compare to the flaming sight still per night but it be well worth it for the location of cooinda in the heart of the park and the amenity pool and bistro food be great can recommend the local food base meat lover pizza complete with croc and buffalo and the pool be large and the perfect temp for a swim after hot outing the tent have power which be a surprise a the listing when i book say they didnt apparently theyve upgrade them for this season there be a lamp and fan provide in the tent which make it much cooler in the first part of the night when get to sleep the morning be cool and lovely there be also a fridge and kettle and toaster available for the tent which mean we could have cold water which be def need they also supply towel which again the listing say they didnt recommend the sunrise and sunset boat tour in yellow river which be min drive away in the shuttle which take you from the lodge
966,Cooinda Lodge Kakadu,,The camping facilities were great and all of the amenities also great. With camping there are outdoor bbqs and covered areas. In the night we were visited by some brumbies (2 adults and a foal). The food is expensive but I guess the freight costs are a factor. It would be nice to have some more cost friendly options on the menu. Next time we’ll bring our own food when we come and camp. But otherwise it was great to see it busy. I’d read Judy’s book and wonder what she’d think of what she founded back in the 60s. All in all it was a great visit,the camping facilities were great and all of the amenities also great with camping there are outdoor bbqs and covered areas in the night we were visited by some brumbies adults and a foal the food is expensive but i guess the freight costs are a factor it would be nice to have some more cost friendly options on the menu next time well bring our own food when we come and camp but otherwise it was great to see it busy id read judys book and wonder what shed think of what she founded back in the s all in all it was a great visit,the camping facility be great and all of the amenity also great with camp there be outdoor bbqs and cover area in the night we be visit by some brumbies adult and a foal the food be expensive but i guess the freight cost be a factor it would be nice to have some more cost friendly option on the menu next time well bring our own food when we come and camp but otherwise it be great to see it busy id read judys book and wonder what shed think of what she found back in the s all in all it be a great visit
