Text,Rating,Place name,clean_text
"The Big Croc Feed VIP Experience was completely worthwhile. We thought it was going to be lame since it’s a small facility, but we were wrong. What an amazing experience; we learned so much! We each got to feed a big croc and the juvenile crocs. Plus held a baby croc, a blue tongue lizard, and a python. Our tour guide was incredibly knowledgeable and patient with all our questions. Highly recommend while you’re in Darwin!",5.0,Crocosaurus Cove,the big croc feed vip experience was completely worthwhile we thought it was going to be lame since its a small facility but we were wrong what an amazing experience we learned so much we each got to feed a big croc and the juvenile crocs plus held a baby croc a blue tongue lizard and a python our tour guide was incredibly knowledgeable and patient with all our questions highly recommend while youre in darwin
"It’s one of those places you would be silly not to go to! Cliché of Darwin, perhaps yes, but trust us you will enjoy the reptilian experience especially Bruce the gigantic cheeky Croc he is, there’s plenty of wildlife to see and a place for anybody to visit. Feeding experience, we recommend that one!",5.0,Crocosaurus Cove,its one of those places you would be silly not to go to clich of darwin perhaps yes but trust us you will enjoy the reptilian experience especially bruce the gigantic cheeky croc he is theres plenty of wildlife to see and a place for anybody to visit feeding experience we recommend that one
They are SO HUGE! but all look so cute!,5.0,Crocosaurus Cove,they are so huge but all look so cute
"The kids had a fantastic time looking at the crocodiles, fish, snakes and lizards. The staff were very friendly and interacted with the kids. Make sure to get to the shows. Kids and adults alike loved patting the snake and blue tongue lizard and getting photos with the baby crocodile.",5.0,Crocosaurus Cove,the kids had a fantastic time looking at the crocodiles fish snakes and lizards the staff were very friendly and interacted with the kids make sure to get to the shows kids and adults alike loved patting the snake and blue tongue lizard and getting photos with the baby crocodile
"The park is easy to navigate around, staff are really friendly & helpful, very knowledgeable & obviously passionate about crocodiles & reptiles in general. I loved taking photos & giving cuddles to the juvenile croc Corey & the photography staff are friendly, positive & helpful. There's alot to do when visiting- interesting shows (reptile talks, fish/croc feeding, hold a croc/snake etc), feed a juvenile crocodile or you can experience the Cage of Death- unfortunately I was unable to do this due to my schedule being changed, but if I visit Darwin again I will definitely do it! The crocodiles are really well looked after & loved & their enclosures are clean & safe. The staff are professional, safe around the animals & clearly love what they do. Highly recommend",5.0,Crocosaurus Cove,the park is easy to navigate around staff are really friendly helpful very knowledgeable obviously passionate about crocodiles reptiles in general i loved taking photos giving cuddles to the juvenile croc corey the photography staff are friendly positive helpful theres alot to do when visiting interesting shows reptile talks fishcroc feeding hold a crocsnake etc feed a juvenile crocodile or you can experience the cage of death unfortunately i was unable to do this due to my schedule being changed but if i visit darwin again i will definitely do it the crocodiles are really well looked after loved their enclosures are clean safe the staff are professional safe around the animals clearly love what they do highly recommend
We spend about 2 hours there. It's not a big place but it took us a while as we joined the different talks/sessions that they had which was enjoyable. Many crocodiles and reptiles! Good outing for the kids.,5.0,Crocosaurus Cove,we spend about hours there its not a big place but it took us a while as we joined the different talkssessions that they had which was enjoyable many crocodiles and reptiles good outing for the kids
"Cool little croc sanctuary. I got the VIP ticket, they let you hold a baby crocodile and feed a big one.",5.0,Crocosaurus Cove,cool little croc sanctuary i got the vip ticket they let you hold a baby crocodile and feed a big one
Crocodiles are the stars of this place but I found the reptile area to be incredible. The cage of death is worth the money. If you bring a waterproof camera cover you could avoid expensive photography costs.,5.0,Crocosaurus Cove,crocodiles are the stars of this place but i found the reptile area to be incredible the cage of death is worth the money if you bring a waterproof camera cover you could avoid expensive photography costs
Absolutely loved this experience. Such good value and so much to see. The staff were so nice and informative and we loved how they interacted with the visitors throughout the visit.,5.0,Crocosaurus Cove,absolutely loved this experience such good value and so much to see the staff were so nice and informative and we loved how they interacted with the visitors throughout the visit
"I had my sons 5th birthday party at Crocosaurus Cove today and it was amazing! Despite the park being very busy the team was able to still put on a great event! Tahli was so patient as i rounded up all the kids for the activities. The food was done on time and was delicious! The team did a great job sticking to the schedule! They set up lovely table decorations and games for the party which kept the kids busy between shows. If you want to host an easy going, fuss free party then this is the place to do it! Thank you",5.0,Crocosaurus Cove,i had my sons th birthday party at crocosaurus cove today and it was amazing despite the park being very busy the team was able to still put on a great event tahli was so patient as i rounded up all the kids for the activities the food was done on time and was delicious the team did a great job sticking to the schedule they set up lovely table decorations and games for the party which kept the kids busy between shows if you want to host an easy going fuss free party then this is the place to do it thank you
"Cooinda really exceeded my expectations! I thought it was going to be another basic, over-priced Aussie stay, but everything was wonderful, from the comfort in the glamping tent (the beds were like clouds!), to the quality of the amenities (super clean bathrooms and fresh towels provided), to how good the food was. I had a delicious kangaroo burger for dinner because ‘when in the outback’ and it was so tasty! Honestly I loved our stay! The pool was beautiful and got so much sun, the breakfast was varied and super fresh and the yellow water cruise was great! Batch was our guide and he was SO knowledgeable, we learned so much from him, without it being overbearing. I’d absolutely visit again! Thank you",,Cooinda Lodge Kakadu,cooinda really exceeded my expectations i thought it was going to be another basic overpriced aussie stay but everything was wonderful from the comfort in the glamping tent the beds were like clouds to the quality of the amenities super clean bathrooms and fresh towels provided to how good the food was i had a delicious kangaroo burger for dinner because when in the outback and it was so tasty honestly i loved our stay the pool was beautiful and got so much sun the breakfast was varied and super fresh and the yellow water cruise was great batch was our guide and he was so knowledgeable we learned so much from him without it being overbearing id absolutely visit again thank you
"Cooinda Lodge is part of the Accor Group, so was able to access my member discount/upgrade. With that in mind, we booked one of their Yellow Water Villas for four nights and were so glad we did. The villas take glamping to a new level. Elevated on stilts, you are completely immersed in the surrounding bush, overlooking the Yellow Water billabong. Our villa, ""Barramundi"", was so luxurious, spacious, filled with light and extra features. It was like a five-star hotel room with an outlook that can't be beaten. It even had an outdoor bathtub on the deck. ||The staff at the lodge were extremely helpful. The breakfast, which was included, at Mimi's Restaurant was really good - plenty of choices, freshly brewed coffee and squeezed juices. We spent so much time trekking around Kakadu then we didn't get much time to appreciate all the features at the lodge, however we did get the opportunity to watch the footy on the big screen whilst have dinner at the Barra Bar.||Perfect location to take advantage of the sunrise and sunset Yellow Water Cruises, as the bus picked us up from a stop in front of the main reception. ||Would thoroughly recommend Cooinda Lodge for being a bit of luxury set amongst an amazing bushland setting.",,Cooinda Lodge Kakadu,cooinda lodge is part of the accor group so was able to access my member discountupgrade with that in mind we booked one of their yellow water villas for four nights and were so glad we did the villas take glamping to a new level elevated on stilts you are completely immersed in the surrounding bush overlooking the yellow water billabong our villa barramundi was so luxurious spacious filled with light and extra features it was like a fivestar hotel room with an outlook that cant be beaten it even had an outdoor bathtub on the deck the staff at the lodge were extremely helpful the breakfast which was included at mimis restaurant was really good plenty of choices freshly brewed coffee and squeezed juices we spent so much time trekking around kakadu then we didnt get much time to appreciate all the features at the lodge however we did get the opportunity to watch the footy on the big screen whilst have dinner at the barra barperfect location to take advantage of the sunrise and sunset yellow water cruises as the bus picked us up from a stop in front of the main reception would thoroughly recommend cooinda lodge for being a bit of luxury set amongst an amazing bushland setting
"We enjoyed the quality of the room and the pools, restaurants etc. we were dismayed that we could not even eat our breakfast in the room and resorted to eating cereal from mugs with teaspoons. What is the use of a fridge if you have no tools to eat the food you might put in it? I had asked my travel agent for self catering accomodation and I will be reporting to him that this definitely was not.",,Cooinda Lodge Kakadu,we enjoyed the quality of the room and the pools restaurants etc we were dismayed that we could not even eat our breakfast in the room and resorted to eating cereal from mugs with teaspoons what is the use of a fridge if you have no tools to eat the food you might put in it i had asked my travel agent for self catering accomodation and i will be reporting to him that this definitely was not
"We stayed in a villa here for 6 nights and absolutely loved it. The accommodation was just outstanding. We saw lots of wildlife, including wallabies, lizards, frogs, toads and so many different birds from our balcony (which had a bath on it too!). The staff were so friendly and helpful around the site, including the restaurant, the shop and reception area. We had breakfast included in our stay and it  had lots of choice and excellent coffees every morning. The pool was nice to cool off each day and overall we really enjoyed staying here.",,Cooinda Lodge Kakadu,we stayed in a villa here for nights and absolutely loved it the accommodation was just outstanding we saw lots of wildlife including wallabies lizards frogs toads and so many different birds from our balcony which had a bath on it too the staff were so friendly and helpful around the site including the restaurant the shop and reception area we had breakfast included in our stay and it had lots of choice and excellent coffees every morning the pool was nice to cool off each day and overall we really enjoyed staying here
"Booked last minute but staff was made booking easy. We enjoyed our stay at Cooinda Lodge. Rooms are spacious, clean and beds are comfortable. Theres also free filtered water at the facility. Breakfast was lovely.",,Cooinda Lodge Kakadu,booked last minute but staff was made booking easy we enjoyed our stay at cooinda lodge rooms are spacious clean and beds are comfortable theres also free filtered water at the facility breakfast was lovely
"We stayed 2 nights in the pop up tents, which are a budget option when compared to the flaming sights. Still $100 per night but it was well worth it for the location of Cooinda in the heart of the park and the amenities. |Pool and bistro food were great (can recommend the local food based meat lovers pizza complete with croc and buffalo) and the pool is large and the perfect temp for a swim after hot outings. |The tents had power, which was a surprise as the listing when I booked said they didn’t. Apparently they’ve upgraded them for this 2025 season. There was a lamp and fan provided in the tent which made it much cooler in the first part of the night when getting to sleep. The mornings were cool and lovely. |There was also a fridge and kettle and toaster available for the tents which meant we could have cold water which was def needed. |They also supplied towels, which again, the listing said they didn’t. |Recommend the sunrise and sunset boat tour in Yellow River which is 3 mins drive away in the shuttle which takes you from the lodge.",,Cooinda Lodge Kakadu,we stayed nights in the pop up tents which are a budget option when compared to the flaming sights still per night but it was well worth it for the location of cooinda in the heart of the park and the amenities pool and bistro food were great can recommend the local food based meat lovers pizza complete with croc and buffalo and the pool is large and the perfect temp for a swim after hot outings the tents had power which was a surprise as the listing when i booked said they didnt apparently theyve upgraded them for this season there was a lamp and fan provided in the tent which made it much cooler in the first part of the night when getting to sleep the mornings were cool and lovely there was also a fridge and kettle and toaster available for the tents which meant we could have cold water which was def needed they also supplied towels which again the listing said they didnt recommend the sunrise and sunset boat tour in yellow river which is mins drive away in the shuttle which takes you from the lodge
The camping facilities were great and all of the amenities also great. With camping there are outdoor bbqs and covered areas. In the night we were visited by some brumbies (2 adults and a foal). The food is expensive but I guess the freight costs are a factor. It would be nice to have some more cost friendly options on the menu. Next time we’ll bring our own food when we come and camp. But otherwise it was great to see it busy. I’d read Judy’s book and wonder what she’d think of what she founded back in the 60s. All in all it was a great visit,,Cooinda Lodge Kakadu,the camping facilities were great and all of the amenities also great with camping there are outdoor bbqs and covered areas in the night we were visited by some brumbies adults and a foal the food is expensive but i guess the freight costs are a factor it would be nice to have some more cost friendly options on the menu next time well bring our own food when we come and camp but otherwise it was great to see it busy id read judys book and wonder what shed think of what she founded back in the s all in all it was a great visit
We were travelling in a larger size towed caravan and had no option but to book a site online so we chose what we thought would accommodate our van only to find there was no mention of a large tree at the rear of the site which restricted the depth and width we were expecting and we had to park right against the adjoining site to avoid the tree leaving no room to open our awning. The power was unreliable having gone off at least ten times in two days. Happy hour was a joke as we were still charged the full price for our drinks and on Friday 25th we were charged even more as it was claimed to be a public holiday in regards to the Darwin show and we were told Kakadu is part of the Darwin area but upon looking online it states quite clearly nobe of Kakadu is part of the Darwin area. Our experience outside of Cooinda Lodge was amazing but our three night stay left a bit to be desired,,Cooinda Lodge Kakadu,we were travelling in a larger size towed caravan and had no option but to book a site online so we chose what we thought would accommodate our van only to find there was no mention of a large tree at the rear of the site which restricted the depth and width we were expecting and we had to park right against the adjoining site to avoid the tree leaving no room to open our awning the power was unreliable having gone off at least ten times in two days happy hour was a joke as we were still charged the full price for our drinks and on friday th we were charged even more as it was claimed to be a public holiday in regards to the darwin show and we were told kakadu is part of the darwin area but upon looking online it states quite clearly nobe of kakadu is part of the darwin area our experience outside of cooinda lodge was amazing but our three night stay left a bit to be desired
"We stayed in an outback retreat cabin. It had a wonderful, romantic ambience with soft lighting. The bed was luxurious and I was very sad that we had to leave early the next day, I wanted to relish every moment of being in that warm, cosy bed.Our outlook was on to trees - no cabins. The only drawback was the toilets are quite far away for night visits. Also there were two tawny coloured dogs roaming around that may have been dingos - so we chose to stay close to the cabin and embrace our secluded environment when we got the call of nature.",,Cooinda Lodge Kakadu,we stayed in an outback retreat cabin it had a wonderful romantic ambience with soft lighting the bed was luxurious and i was very sad that we had to leave early the next day i wanted to relish every moment of being in that warm cosy bedour outlook was on to trees no cabins the only drawback was the toilets are quite far away for night visits also there were two tawny coloured dogs roaming around that may have been dingos so we chose to stay close to the cabin and embrace our secluded environment when we got the call of nature
"Our Eco retreat (double bed, no bathroom) was comfortable with reasonable space inside, AC, a fridge and tea and coffee making facilities. Outside a deck, table and chairs and the shared bathrooms and kitchen area which included a washing machine and dryer. On site a couple of swimming pools, restaurant, bar & bistro, general store and a petrol station. The common space was a nice area to relax for happy hour (4pm) in the afternoon sun and connect to wifi although this could have been better. Staff were friendly and helpful in regard to what to see and where to go. |Highly recommend the sunrise boat tour from here. For more detailed information and maps visit the Bowali visitor centre, although this is a 45 minute drive from the lodge. We stayed five nights and could have stayed longer.",,Cooinda Lodge Kakadu,our eco retreat double bed no bathroom was comfortable with reasonable space inside ac a fridge and tea and coffee making facilities outside a deck table and chairs and the shared bathrooms and kitchen area which included a washing machine and dryer on site a couple of swimming pools restaurant bar bistro general store and a petrol station the common space was a nice area to relax for happy hour pm in the afternoon sun and connect to wifi although this could have been better staff were friendly and helpful in regard to what to see and where to go highly recommend the sunrise boat tour from here for more detailed information and maps visit the bowali visitor centre although this is a minute drive from the lodge we stayed five nights and could have stayed longer
"Terrific resort, clean and comfortable rooms, fabulous restaurant (delicious meal and great service).   On the expensive side and the check in was very slow but overall a wonderful experience for us.",,Cooinda Lodge Kakadu,terrific resort clean and comfortable rooms fabulous restaurant delicious meal and great service on the expensive side and the check in was very slow but overall a wonderful experience for us
"This campsite is a complete scam. Since there’s nothing else around, they take advantage of it to offer terrible food service. The staff is unfriendly, absolutely disorganized, and had cancelled our reservation without even notifying us. The food they serve is disgusting.",,Cooinda Lodge Kakadu,this campsite is a complete scam since theres nothing else around they take advantage of it to offer terrible food service the staff is unfriendly absolutely disorganized and had cancelled our reservation without even notifying us the food they serve is disgusting
"Great place from which to visit Kakadu. Food was excellent and the service was very friendly and generally good. Facilities clean and comfortable. The food was excellent, although the breakfast was a bit short staffed, so our salt and pepper pots were empty, and I missed out on bacon because the batch wasn't refilled for 20 minutes. I imagine due to being a bit short-staffed at the time of year. However, all the staff were very friendly and helpful.",,Cooinda Lodge Kakadu,great place from which to visit kakadu food was excellent and the service was very friendly and generally good facilities clean and comfortable the food was excellent although the breakfast was a bit short staffed so our salt and pepper pots were empty and i missed out on bacon because the batch wasnt refilled for minutes i imagine due to being a bit shortstaffed at the time of year however all the staff were very friendly and helpful
We loved the food with a variety of options. Close to all the action for your Kakadu adventures. Highly recommend this place,,Cooinda Lodge Kakadu,we loved the food with a variety of options close to all the action for your kakadu adventures highly recommend this place
"Take time to enjoy the artwork in the gallery, the pool and relax at the bar. We had a wonderful time. The staff are attentive and helpful. The rooms may not be modern, but they are comfy with a lovely view of the pool. We enjoyed every meal at the restaurant. When we stayed, the place was full which added to the wonderful atmosphere and buzz of staying in the heart of Kakadu.",,Mercure Kakadu Crocodile Hotel,take time to enjoy the artwork in the gallery the pool and relax at the bar we had a wonderful time the staff are attentive and helpful the rooms may not be modern but they are comfy with a lovely view of the pool we enjoyed every meal at the restaurant when we stayed the place was full which added to the wonderful atmosphere and buzz of staying in the heart of kakadu
"We had a good stay here. As some of the reviews mention, the rooms / bathrooms are a bit tired but they are perfectly fine and clean. The shower is in the bath tub (not sure if that is the case for all rooms). We booked a courtyard room to make sure we were on the ground floor.||The WiFi works well but we couldn’t get casting to work on the tv. The tv had the usual free to air channels. The air conditioning was good. The little bar fridge was excellent.||The restaurant was great. The breakfast buffet had good choices. We really enjoyed the dinner buffet - the beer battered barramundi and yellow chicken curry were stand outs. We would recommend dining at the restaurant.||The staff at the hotel / restaurant were really nice and helpful. Parking is easy. We loved the novelty of the crocodile shape. It is worth spending some time in the hotel art gallery. We didn’t go in but the pool looked good.",,Mercure Kakadu Crocodile Hotel,we had a good stay here as some of the reviews mention the rooms bathrooms are a bit tired but they are perfectly fine and clean the shower is in the bath tub not sure if that is the case for all rooms we booked a courtyard room to make sure we were on the ground floorthe wifi works well but we couldnt get casting to work on the tv the tv had the usual free to air channels the air conditioning was good the little bar fridge was excellentthe restaurant was great the breakfast buffet had good choices we really enjoyed the dinner buffet the beer battered barramundi and yellow chicken curry were stand outs we would recommend dining at the restaurantthe staff at the hotel restaurant were really nice and helpful parking is easy we loved the novelty of the crocodile shape it is worth spending some time in the hotel art gallery we didnt go in but the pool looked good
"We stayed here as a base to explore Kakadu National Park. |Our room was comfortable and clean. Bathroom may be in need of some TLC, but it was decent and functional, so no complaints there. |Staff was friendly and ready to help. We tried the buffet breakfast as well as the dinner menu. Both were well priced and of good quality. A-la-carte dinner service may need some serving time improvement, but food was good and food always delivered with a smile.|The hotel includes an art gallery featuring works from local Aborigenal artists, which I would recommend checking out (we bought a couple of items to take back with us). |Good experience overall, would stay again if I'm back in the area.",,Mercure Kakadu Crocodile Hotel,we stayed here as a base to explore kakadu national park our room was comfortable and clean bathroom may be in need of some tlc but it was decent and functional so no complaints there staff was friendly and ready to help we tried the buffet breakfast as well as the dinner menu both were well priced and of good quality alacarte dinner service may need some serving time improvement but food was good and food always delivered with a smilethe hotel includes an art gallery featuring works from local aborigenal artists which i would recommend checking out we bought a couple of items to take back with us good experience overall would stay again if im back in the area
"Positives: Service was excellent (front of house, dining). Mattress and bedding were comfortable and sleep came easily.

Negatives: The facility does not have a lift, requiring 20kg suitcases to be taken up stairs to the second floor. The bathroom  had a shower over the bath, and the bath is hard to step over, we had a slip which almost finished in a rib-crushing fall. The kitchen is lightly equipped.",,Mercure Kakadu Crocodile Hotel,positives service was excellent front of house dining mattress and bedding were comfortable and sleep came easily negatives the facility does not have a lift requiring kg suitcases to be taken up stairs to the second floor the bathroom had a shower over the bath and the bath is hard to step over we had a slip which almost finished in a ribcrushing fall the kitchen is lightly equipped
"The public spaces are lovely. The staff is absolutely wonderful. The rooms were comfortable if a bit dated. The bathrooms are in need of complete overhauls. Though clean, they were beyond shabby. ||Also it would be wonderful to have a couple of comfortable armchairs. The room was quite large and could easily accomodate a couple of armchairs. Insted, there was no place to sit but the beds or the one desk chair.",,Mercure Kakadu Crocodile Hotel,the public spaces are lovely the staff is absolutely wonderful the rooms were comfortable if a bit dated the bathrooms are in need of complete overhauls though clean they were beyond shabby also it would be wonderful to have a couple of comfortable armchairs the room was quite large and could easily accomodate a couple of armchairs insted there was no place to sit but the beds or the one desk chair
This is a pretty tired hotel in need of an upgrade. Rooms are basic and seem to have been temporarily and continually patched up. Food was either a canteen level buffet or not that great a la carte. The hotel seems to cater for large numbers of tourists on coach tours rather than individuals. That being said there is nowhere else to stay other than a caravan park and you don't go to Kakadu for the accommodation and fine dining. The tours (they were not run by the hotel) were fine and interesting. Bottom line is that if you are staying at Kakadu this is the only hotel but don't expect too much.,,Mercure Kakadu Crocodile Hotel,this is a pretty tired hotel in need of an upgrade rooms are basic and seem to have been temporarily and continually patched up food was either a canteen level buffet or not that great a la carte the hotel seems to cater for large numbers of tourists on coach tours rather than individuals that being said there is nowhere else to stay other than a caravan park and you dont go to kakadu for the accommodation and fine dining the tours they were not run by the hotel were fine and interesting bottom line is that if you are staying at kakadu this is the only hotel but dont expect too much
Great place. Not sure where else you can stay in a crocodile shaped hotel. Great location for park access don’t miss Jim Jim Falls and Arnhem land tours or self drive if you have good 4wd. Restaurant is great but avoid the Kangaroo steak as the flies go crazy for it and swarm even inside as they’re trained for thousands of years to go for the kangaroo meat smell. Clothes washing really cheap only $4.50 a wash load in hotel laundromat. Pool really nice. Prices on indigenous art competitive. This hotel is an oasis in a very remote place that we called home for four nights.,,Mercure Kakadu Crocodile Hotel,great place not sure where else you can stay in a crocodile shaped hotel great location for park access dont miss jim jim falls and arnhem land tours or self drive if you have good wd restaurant is great but avoid the kangaroo steak as the flies go crazy for it and swarm even inside as theyre trained for thousands of years to go for the kangaroo meat smell clothes washing really cheap only a wash load in hotel laundromat pool really nice prices on indigenous art competitive this hotel is an oasis in a very remote place that we called home for four nights
"Comfortable , good dinner. Nice pool. 
For some reason on the first morning we did not get the breakfast that was part of our deal. This was rectified on the second day",,Mercure Kakadu Crocodile Hotel,comfortable good dinner nice pool for some reason on the first morning we did not get the breakfast that was part of our deal this was rectified on the second day
"As a couple we booked a queen courtyard room, only to be given a twin-bed double room on arrival due a room issue. These situations always create an opportunity for a business to “delight” a guest, but compensation of two house wine vouchers doesn’t cut it in my book. You need to do better Mercure Kakadu.||The room itself is nice enough - had a coat of paint at some stage but the bathroom sad and dated.",,Mercure Kakadu Crocodile Hotel,as a couple we booked a queen courtyard room only to be given a twinbed double room on arrival due a room issue these situations always create an opportunity for a business to delight a guest but compensation of two house wine vouchers doesnt cut it in my book you need to do better mercure kakaduthe room itself is nice enough had a coat of paint at some stage but the bathroom sad and dated
"We stayed here for one night as part of a three day ATT Kings tour to Kakadu and Nitmiluk National Parks, so I cannot comment on the value for money but I am guessing it’s not going to be cheap in high season, as it is virtually the only show in town as hotels go in Kakadu, and the crocodile design is funky but reduces the number of rooms to around 120 I believe, so it is well over subscribed and was full to bursting on the night we were in.|Yes, the rooms are dated, especially the bathroom, where the fittings are from the 1970’s, but the water pressure and temperature were both excellent and the whole bathroom was clean and white, very very white.|The bedroom was spacious with two comfortable queen beds and room for a table and two chairs by the window.|The public areas including the restaurant are a lot more modern in appearance and the front lobby and associated corridor is done out more like a gallery for aboriginal art.|There are no other restaurant options in Jabiru so eating in the hotel it is. We had a buffet lunch in the hotel and if I had a complaint, it was that the evening menu was dominated by another buffet at $55 per person and there wasn’t a lot of choice outside of that. It was disappointing to find no small plate menu available from the bar and even going to the restaurant just for starters from the a la carte menu wasn’t an option as the wait times quoted were inhibitive, as the hotel clearly only wanted to be bothered by serving the buffet. |The hotel location is isolated, just as Jabiru is, so you would think very quiet. So, I was initially confused to why the hotel provides ear plugs by your bed. The insulation seemed adequate, and we didn’t get any noise bleed through from the room above or beside us. However the front door of the room faces forward into the bush, and it all became clear as the sun came up. Let’s just say the dawn chorus provided by the parrots and parakeets who came to wake up in the trees outside the hotel rooms was one of the most spectacular natures sounds I have ever had the pleasure to hear. We pleasure to hear as I am not Australian and its very different to the blackbird morning chorus, so I am guessing if you have heard it loads of times before it loses its appeal, hence the now provided ear plugs.",,Mercure Kakadu Crocodile Hotel,we stayed here for one night as part of a three day att kings tour to kakadu and nitmiluk national parks so i cannot comment on the value for money but i am guessing its not going to be cheap in high season as it is virtually the only show in town as hotels go in kakadu and the crocodile design is funky but reduces the number of rooms to around i believe so it is well over subscribed and was full to bursting on the night we were inyes the rooms are dated especially the bathroom where the fittings are from the s but the water pressure and temperature were both excellent and the whole bathroom was clean and white very very whitethe bedroom was spacious with two comfortable queen beds and room for a table and two chairs by the windowthe public areas including the restaurant are a lot more modern in appearance and the front lobby and associated corridor is done out more like a gallery for aboriginal artthere are no other restaurant options in jabiru so eating in the hotel it is we had a buffet lunch in the hotel and if i had a complaint it was that the evening menu was dominated by another buffet at per person and there wasnt a lot of choice outside of that it was disappointing to find no small plate menu available from the bar and even going to the restaurant just for starters from the a la carte menu wasnt an option as the wait times quoted were inhibitive as the hotel clearly only wanted to be bothered by serving the buffet the hotel location is isolated just as jabiru is so you would think very quiet so i was initially confused to why the hotel provides ear plugs by your bed the insulation seemed adequate and we didnt get any noise bleed through from the room above or beside us however the front door of the room faces forward into the bush and it all became clear as the sun came up lets just say the dawn chorus provided by the parrots and parakeets who came to wake up in the trees outside the hotel rooms was one of the most spectacular natures sounds i have ever had the pleasure to hear we pleasure to hear as i am not australian and its very different to the blackbird morning chorus so i am guessing if you have heard it loads of times before it loses its appeal hence the now provided ear plugs
"As it is more or less the only hotel in this town we booked a room for one night there.
I am traveling a lot and compared to other hotels of Accor especially Mercure this is absolute basic, more like Ibis.
Room was absolutely worn.",,Mercure Kakadu Crocodile Hotel,as it is more or less the only hotel in this town we booked a room for one night there i am traveling a lot and compared to other hotels of accor especially mercure this is absolute basic more like ibis room was absolutely worn
"Only stayed the one night. Comfortable beds, nice meals. The area was safe with good security. Grounds are immaculate.",,Mercure Kakadu Crocodile Hotel,only stayed the one night comfortable beds nice meals the area was safe with good security grounds are immaculate
"The hotel itself is a bit old and not very clean. The thing makes me surprised is the restaurant which offer excellent food and is even better than the restaurant that I had in other big cities. I had breakfast, lunch and dinner and all high-rated",,Mercure Kakadu Crocodile Hotel,the hotel itself is a bit old and not very clean the thing makes me surprised is the restaurant which offer excellent food and is even better than the restaurant that i had in other big cities i had breakfast lunch and dinner and all highrated
Staffs are friendly. Room is spacious and clean but exterior can be a bit better. Restaurant food is good but the  are disturbing. Lots of birds during the night time,,Mercure Kakadu Crocodile Hotel,staffs are friendly room is spacious and clean but exterior can be a bit better restaurant food is good but the are disturbing lots of birds during the night time
"We had a very comfortable stay, found the staff very helpful.",,Mercure Kakadu Crocodile Hotel,we had a very comfortable stay found the staff very helpful
"Great location when visiting Kakadu National Park. Original architectural design. However, room and dining prices are inflated to due the remote location (tight supply and high demand of lodging options). Pool is small but does the job to help cool off.",,Mercure Kakadu Crocodile Hotel,great location when visiting kakadu national park original architectural design however room and dining prices are inflated to due the remote location tight supply and high demand of lodging options pool is small but does the job to help cool off
"I was disappointed in this accomodation , we stayed in the older section of the resort , near the infinity pool , which had loud music playing for 5 hours in the afternoon - not very  relaxing . I was also disappointed in the room service - our room was not serviced at all one day and I was advised that servicing of the rooms occurs between 3pm-5pm - not great when you have been out all day and are ready to then relax and shower before going out again. When I complained about this lack of service - I was met with a blank expression from the man at reception - no apology just a blank stare . This accomodation is not cheap - my advice would be to stay somewhere else .",,Mindil Beach Casino Resort,i was disappointed in this accomodation we stayed in the older section of the resort near the infinity pool which had loud music playing for hours in the afternoon not very relaxing i was also disappointed in the room service our room was not serviced at all one day and i was advised that servicing of the rooms occurs between pmpm not great when you have been out all day and are ready to then relax and shower before going out again when i complained about this lack of service i was met with a blank expression from the man at reception no apology just a blank stare this accomodation is not cheap my advice would be to stay somewhere else
"This hotel is AWFUL.  We spent the night here after debarking from the fabulous Ghan train and arrived around 8PM.  The hotel looks like a 1950's Russian Gulag on the inside complete with cinder block walls, echoing central atrium and bizarrely furnished rooms.  However the worst feature is the service and planning.  We immediately went to bed on arrival in preparation for our 4:15 AM departure the next day.  We were immediately awakened by deafening music with throbbing bass.  This was soon followed by  the fast paced cadence of an auction.  This went on until midnight.  A call to the fromt desk said they only had a ""small"" room with two queen sized beds available.  We stayed in the original room and eked out a few hours of sleep before our early departure.  Our request for a refund was refused and met with a bold faced lie that they had offered us a ""premium room"".",,Mindil Beach Casino Resort,this hotel is awful we spent the night here after debarking from the fabulous ghan train and arrived around pm the hotel looks like a s russian gulag on the inside complete with cinder block walls echoing central atrium and bizarrely furnished rooms however the worst feature is the service and planning we immediately went to bed on arrival in preparation for our am departure the next day we were immediately awakened by deafening music with throbbing bass this was soon followed by the fast paced cadence of an auction this went on until midnight a call to the fromt desk said they only had a small room with two queen sized beds available we stayed in the original room and eked out a few hours of sleep before our early departure our request for a refund was refused and met with a bold faced lie that they had offered us a premium room
Lovely setting for dinner in their Italian restaurant by the beach and ideal to watch the sunset.The table staff were polite and professional but food for 4 diners was a mixed result of excellent and inedible-when we pointed out that two pastas were served too hard to eat and were sent back the overall response was “that’s a shame” and they would still be charged! Not good enough.,,Mindil Beach Casino Resort,lovely setting for dinner in their italian restaurant by the beach and ideal to watch the sunsetthe table staff were polite and professional but food for diners was a mixed result of excellent and inediblewhen we pointed out that two pastas were served too hard to eat and were sent back the overall response was thats a shame and they would still be charged not good enough
We checked in quickly but then found that our fridge was flooded (presumably from defrosting). Progressively we found small ants and baby cockroaches and the cold water tap handle fell off.  It wasn't particularly clean but the bed was comfortable and the shower was hot.|Also in a great spot,,Mindil Beach Casino Resort,we checked in quickly but then found that our fridge was flooded presumably from defrosting progressively we found small ants and baby cockroaches and the cold water tap handle fell off it wasnt particularly clean but the bed was comfortable and the shower was hotalso in a great spot
